en	hi	sat	src	kind	pos	flags	variants
copy/note		ᱠᱷᱟᱛᱟ	Hembram/Glossary	word			
core		ᱠᱚᱨ	GATITOS	word			
Coriender	धनिया	ᱢᱚᱥᱞᱟ ᱥᱟᱠᱟᱢ	Hembram/Category	word	vegetable		
corn		ᱡᱚᱱᱰᱨ	GATITOS	word			
corner		ᱠᱚᱲ	GATITOS	word			
Cornish		ᱠᱚᱨᱱᱤᱥ	Hembram/Glossary	word			
correct		ᱥᱟᱹᱦᱤ	GATITOS	word			
Corsican		ᱠᱚᱨᱥᱤᱠᱟᱱ	Hembram/Glossary	word			
cost		ᱫᱟᱢ	GATITOS	word			
costume		ᱥᱟᱡ ᱥᱟᱯᱟᱵ	GATITOS	word			
cottage		ᱚᱲᱟᱹ	GATITOS	word			
cotton		ᱛᱩᱞᱟᱢ	GATITOS	word			
couch		ᱠᱚᱪ	GATITOS	word			
cough		ᱠᱷᱩᱜ	GATITOS	word			
could		ᱫᱟᱲᱤᱭᱟᱜ-ᱟ	GATITOS	word		hyphen:1	
council		ᱠᱟᱩᱱᱥᱤᱞ	GATITOS	word			
count	गिनती	ᱜᱩᱱᱛᱤ	GATITOS	word			
counter		ᱠᱟᱩᱱᱴᱟᱨ	GATITOS	word			
country		ᱫᱤᱥᱚᱢ	GATITOS	word			
countryside		ᱟᱛᱚ-ᱫᱤᱥᱢ	GATITOS	word		hyphen:1	
couple		ᱫᱩᱞᱟᱨ ᱜᱟᱛᱮ	GATITOS	word			
courage		ᱩᱫᱜᱟᱹᱣᱱᱟ	GATITOS	word			
course		ᱠᱳᱨᱥ	GATITOS	word			ᱚᱠᱛᱚ|GATITOS
court		ᱠᱳᱚᱨᱴ	GATITOS	word			
courtesy		ᱟᱪᱟᱨ	GATITOS	word			
cousin		ᱵᱚᱭᱦᱟ	GATITOS	word			
cover		ᱫᱟᱯᱟᱞ	GATITOS	word			
Cow	गाय	ᱜᱟᱹᱭ	Hembram/Category	word	animal	repaired:1	ᱰᱟᱝᱨᱤ|GATITOS
coward		ᱯᱤᱞᱪᱩ	GATITOS	word			
cozy		ᱥᱩᱠᱷ	GATITOS	word			
crab		ᱠᱟᱠᱲᱟ	GATITOS	word			
crack		ᱪᱟᱜᱟᱲ	GATITOS	word			ᱪᱟᱜᱟᱲ-ᱟᱠᱟᱱ|GATITOS
craft		ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ	GATITOS	word			
crap		ᱚᱡᱛᱷᱟ	GATITOS	word			
crash		ᱰᱦᱟᱹᱠᱟ	GATITOS	word			
craving		ᱤᱪᱪᱟ	GATITOS	word			
crawl		ᱠᱟᱰᱟᱹ	GATITOS	word			
crazy		ᱠᱚᱝᱠᱟ	GATITOS	word			
create		ᱵᱮᱱᱟᱣ	GATITOS	word			
creative		ᱤᱧᱟᱜ ᱧᱩᱛᱩᱢ	GATITOS	word			
credit		ᱠᱨᱮᱰᱤᱴ	GATITOS	word			
Cree		ᱠᱨᱤ	Hembram/Glossary	word			
creep		ᱵᱷᱮᱜᱟᱨ	GATITOS	word			
creepy		ᱵᱚᱛᱚᱨ	GATITOS	word			
crew		ᱠᱤᱨᱤᱩ	GATITOS	word			
crime		ᱠᱨᱟᱤᱢ	GATITOS	word			
Crimean Turkish		ᱠᱨᱤᱢᱤᱭᱟᱹᱱ ᱛᱩᱨᱠᱤᱥ	Hembram/Glossary	word			
cringe		ᱞᱟᱢᱯᱚᱴ	GATITOS	word			
crisis		ᱠᱮᱨᱟᱭᱥᱤᱥ	GATITOS	word			
criteria		ᱠᱨᱤᱥᱤ	GATITOS	word			
critical		ᱟᱹᱱᱟᱴ	GATITOS	word		repaired:1	
criticism		ᱵᱤᱪᱟᱨ-ᱥᱟᱞᱟ	GATITOS	word		hyphen:1	
Croatian		ᱠᱨᱚᱮᱥᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
crop		ᱵᱟᱫ	GATITOS	word			
crops		ᱟᱱᱟᱡ	GATITOS	word			
cross		ᱯᱟᱨᱚᱢ	GATITOS	word			ᱯᱟᱨᱚᱢᱟᱭ|GATITOS
Crow	कौआ	ᱠᱟᱹᱦᱩ	Hembram/Category	word	bird	repaired:1	ᱠᱟᱦᱩ|GATITOS
crowd		ᱡᱩᱢᱤᱫ	GATITOS	word			
crowded		ᱵᱷᱤᱲ	GATITOS	word			
crown		ᱢᱩᱠᱩᱴ	GATITOS	word			
crucial		ᱞᱟᱹᱠᱛᱤᱭᱟᱱ	GATITOS	word			
cruel		ᱵᱟᱲᱤᱡ	GATITOS	word			
cruise		ᱠᱨᱩᱡᱤ	GATITOS	word			
crush		ᱜᱮᱡᱮᱨ	GATITOS	word			
cry		ᱨᱟᱹ	GATITOS	word			
Cucumber	खीरा	ᱛᱟᱦᱮᱨ	Hembram/Category	word	vegetable		ᱠᱟᱠᱲᱤ|GATITOS
cuddle		ᱪᱮᱨᱮᱡ	GATITOS	word			
culture		ᱟᱨᱪᱟᱞᱤ	GATITOS	word			
cunning		ᱪᱮᱴᱨᱮ	GATITOS	word			
cup		ᱠᱟᱯ	GATITOS	word			
cupboard		ᱠᱷᱟᱴᱚ	GATITOS	word			
curb		ᱵᱟᱠᱳ	GATITOS	word			
cure		ᱪᱷᱟᱹᱨ	GATITOS	word			
curfew		ᱵᱚᱱᱫ	GATITOS	word			
curiosity		ᱩᱛᱥᱩᱠ	GATITOS	word			
curious		ᱟᱠᱩᱞᱵᱟᱠᱩᱞ	GATITOS	word			
curly		ᱠᱟᱨᱞᱤ	GATITOS	word			
currency		ᱠᱟᱨᱵᱟᱨ	GATITOS	word			
current		ᱦᱟᱹᱞᱤ	GATITOS	word			
currently		ᱱᱟᱦᱟᱜ	GATITOS	word			
curse		ᱚᱵᱷᱤᱥᱟᱯ	GATITOS	word			
curtain		ᱯᱨᱜᱟ	GATITOS	word			
cushion		ᱵᱟᱞᱤᱥ	GATITOS	word			
custom		ᱟᱹᱨᱤᱪᱟᱹᱞᱤ	GATITOS	word			ᱠᱟᱥᱴᱚᱢ|GATITOS
customer		ᱜᱨᱟᱦᱚᱠᱤ	GATITOS	word			
customs		ᱟᱹᱨᱤᱪᱟᱹᱞᱤ	GATITOS	word			
cut		ᱜᱮᱫ	GATITOS	word			
cute		ᱪᱚᱨᱚᱠ	GATITOS	word			
cycle		ᱥᱟᱭᱠᱮᱞ	GATITOS	word			
cycling		ᱥᱟᱭᱠᱤᱞᱤᱝ	GATITOS	word			
Cypriot		ᱥᱭᱯᱨᱚᱭᱤᱴ	Hembram/Glossary	word			
Cyrillic		ᱥᱟᱭᱠᱨᱤᱞᱤᱠ	Hembram/Glossary	word			
Czech		ᱡᱮᱠ	Hembram/Glossary	word			
dad		ᱵᱟᱵᱟ	GATITOS	word			
daddy		ᱵᱟᱵᱟᱹ	GATITOS	word			
daily		ᱫᱤᱱᱟᱜᱹ	GATITOS	word			
dairy		ᱰᱮᱭᱟᱨᱤ	GATITOS	word			
Dakota		ᱰᱟᱹᱠᱚᱴᱟ	Hembram/Glossary	word			
dam		ᱢᱟᱱ	GATITOS	word			
damage		ᱱᱚᱥᱴᱚ	GATITOS	word			
damn		ᱪᱷᱤᱦ	GATITOS	word			
damp		ᱰᱮᱢᱯ	GATITOS	word			
dance		ᱮᱱᱮᱡ	GATITOS	word			
danger		ᱵᱟᱲᱤᱡ	GATITOS	word			
dangerous		ᱵᱚᱛᱟᱨᱟᱱ	GATITOS	word			
Danish		ᱰᱮᱱᱤᱥ	Hembram/Glossary	word			
Dargwa		ᱰᱟᱹᱨᱜᱽᱣᱟ	Hembram/Glossary	word			
Dari		ᱰᱟᱨᱤ	Hembram/Glossary	word			
dark		ᱧᱩᱛᱩᱢ	GATITOS	word			
darling		ᱫᱩᱞᱟᱨᱤᱭᱟᱹ	GATITOS	word			ᱡᱩᱨᱤ|GATITOS
dash		ᱫᱟᱥᱦ	GATITOS	word			
data		ᱛᱚᱛᱷᱚ	GATITOS	word			
Date	खजूर	ᱠᱷᱟᱹᱡᱩᱨ	Hembram/Category	word	food	repaired:1	ᱢᱟᱹᱦᱤᱛ|GATITOS
Daughter	बेटी	ᱵᱤᱴᱤ	Hembram/Category	word	family		ᱦᱚᱯᱚᱱᱮᱨᱟ|GATITOS
Day	दिन	ᱫᱤᱱ	Hembram/Category	word	time		ᱥᱤᱧ|GATITOS
Dazaga		ᱰᱟᱡᱟᱜᱟ	Hembram/Glossary	word			
dead		ᱜᱚᱭ	GATITOS	word			
deadline		ᱢᱩᱪᱩᱫ-ᱛᱟᱨᱤᱠ	GATITOS	word		hyphen:1	
deaf		ᱠᱟᱞᱟ	GATITOS	word			
deal		ᱵᱚᱱᱫᱚᱵᱚᱥ	GATITOS	word			
dear		ᱫᱩᱞᱮᱲᱤᱭᱟᱹ	GATITOS	word			
Dear All		ᱡᱚᱛᱳᱹ ᱢᱟᱱᱚᱛᱱ ᱠᱚ	GATITOS	word			
Dear Customer		ᱢᱟᱱᱚᱛᱟᱱ ᱠᱤᱨᱤᱧᱤᱡ	GATITOS	word			ᱢᱟᱱᱚᱛᱟᱱ ᱜᱨᱟᱦᱚᱠᱤ|GATITOS
Dear Parents		ᱢᱟᱱᱛᱟᱱ ᱟᱭᱚ-ᱵᱟᱵᱟ	GATITOS	word		hyphen:1	
Dear Sir		ᱢᱟᱱᱛᱟᱱ ᱜᱚᱢᱠᱮ	GATITOS	word			
Dear students		ᱢᱟᱱᱛᱟᱱ ᱯᱛᱴᱷᱳᱭᱟ	GATITOS	word			
Dear Team		ᱢᱟᱱᱛᱟᱱ ᱫᱚᱞ	GATITOS	word			
death		ᱵᱚᱝᱜᱟ-ᱛᱟᱞᱟ	GATITOS	word		hyphen:1	ᱜᱚᱭᱸ|GATITOS
debate		ᱛᱚᱨᱠ	GATITOS	word			
debit		ᱵᱟᱫ ᱛᱮᱹ	GATITOS	word			
debris		ᱰᱮᱵᱨᱤᱥ	GATITOS	word			
debt		ᱛᱷᱟ	GATITOS	word			
decade		ᱜᱮᱞ ᱯᱟᱨᱢ	GATITOS	word			
decay		ᱫᱤᱠᱮ	GATITOS	word			
deceased		ᱜᱚᱛ	GATITOS	word			
deceive		ᱮᱲᱹᱮ	GATITOS	word			
December	दिसंबर	ᱰᱤᱥᱮᱢᱵᱚᱨ	Hembram/Category	word	calendar		
decent		ᱵᱷᱚᱫᱨᱚ	GATITOS	word			
decide		ᱜᱚᱴᱟᱭ	GATITOS	word			
decided		ᱱᱤᱥᱪᱤᱛ	GATITOS	word			
decision		ᱴᱷᱟᱹᱣᱠᱟᱹ	GATITOS	word			
deck		ᱰᱮᱠ	GATITOS	word			
decline		ᱵᱟᱨᱚᱱ	GATITOS	word			
decrease		ᱠᱚᱢᱛᱤ	GATITOS	word			
dedicated		ᱰᱮᱰᱤᱠᱟᱴ	GATITOS	word			
dedication		ᱛᱷᱮᱭᱟᱱ	GATITOS	word			
deed		ᱠᱟᱢᱤ	GATITOS	word			
deep		ᱜᱟᱦᱤᱨ	GATITOS	word			ᱠᱷᱟᱱᱫᱽᱲᱤᱧ|GATITOS
Deer	हिरण	ᱡᱤᱞ	Hembram/Category	word	animal		ᱦᱨᱤᱱ|GATITOS
default		ᱟᱥᱚᱞᱟᱜ	GATITOS	word			
defeat		ᱦᱟᱨᱟᱳ	GATITOS	word			ᱦᱟᱨᱟᱳ-ᱮᱱ|GATITOS
defend		ᱰᱤᱯᱷᱮᱱᱰ	GATITOS	word			
define		ᱰᱤᱯᱷᱤᱱᱤᱴ	GATITOS	word			
definitely		ᱠᱷᱟᱹᱴᱤᱜᱮ	GATITOS	word			
definition		ᱰᱤᱯᱷᱤᱱᱮᱥᱚᱱ	GATITOS	word			
degree		ᱰᱤᱜᱨᱤ	GATITOS	word			
Delaware		ᱰᱮᱞᱟᱣᱟᱨᱮ	Hembram/Glossary	word			
delay		ᱵᱤᱞᱚᱢ	GATITOS	word			
delayed		ᱵᱤᱞᱚᱢ	GATITOS	word			
delete		ᱢᱩᱪᱟᱣ	GATITOS	word			
deliberate		ᱰᱮᱞᱤᱵᱟᱨᱮᱴ	GATITOS	word			
delicate		ᱞᱟᱵᱤᱛ	GATITOS	word			
delicious		ᱟᱰᱤ ᱥᱮᱵᱮᱞ	GATITOS	word			
delight		ᱟᱰᱤ ᱵᱮᱥ	GATITOS	word			
delighted		ᱨᱚᱸᱥᱠᱸ	GATITOS	word			
deliver		ᱮᱢᱚᱜ ᱢᱮ	GATITOS	word			
delivered		ᱦᱟᱛᱟᱣ ᱟᱠᱟᱱᱟ	GATITOS	word			
delivery		ᱥᱮᱴᱮᱨ	GATITOS	word			
demand		ᱟᱨᱫᱟᱥ	GATITOS	word			ᱞᱟᱹᱠᱛᱤ|GATITOS
demanding		ᱞᱟᱠᱛᱤᱭᱟᱱᱟ	GATITOS	word			
democracy		ᱡᱟᱛᱤᱹᱭᱟᱨᱤᱹ	GATITOS	word			
demon		ᱵᱟᱲᱤᱡ ᱵᱝᱜᱟ	GATITOS	word			
demonstrate		ᱫᱮᱢᱱᱥᱴᱨᱮᱴ	GATITOS	word			
denied		ᱵᱟᱝᱟᱛᱟ	GATITOS	word			
density		ᱰᱮᱱᱥᱤᱴᱤ	GATITOS	word			
dentist		ᱰᱮᱱᱴᱤᱥᱴ	GATITOS	word			
deny		ᱵᱟᱝ	GATITOS	word			
department		ᱰᱤᱯᱟᱨᱴᱢᱮᱱᱴ	GATITOS	word			
departure		ᱪᱟᱞᱟᱳ	GATITOS	word			
depend		ᱱᱤᱨᱵᱷᱨ	GATITOS	word			
deploy		ᱫᱮᱯᱞᱚᱭ	GATITOS	word			
deposit		ᱡᱚᱢᱟᱹ	GATITOS	word			ᱡᱚᱢᱟᱹ ᱫᱦᱹ|GATITOS
depressed		ᱢᱚᱱᱮ-ᱫᱩᱠᱷᱨᱮ	GATITOS	word		hyphen:1	
depression		ᱰᱮᱵᱽᱨᱮᱥᱚᱱ	GATITOS	word			
depth		ᱜᱟᱦᱤᱨ	GATITOS	word			
describe		ᱵᱤᱵᱚᱨᱚᱱ	GATITOS	word			
description		ᱵᱤᱵᱨᱚᱱ	GATITOS	word			
Deseret		ᱰᱮᱡᱟᱹᱨᱴ	Hembram/Glossary	word			
desert		ᱜᱤᱛᱤᱞ ᱡᱟᱭᱜᱟ	GATITOS	word			
deserve		ᱧᱟᱱᱟᱢ	GATITOS	word			
design		ᱰᱤᱥᱟᱮᱱ	GATITOS	word			
designation		ᱯᱫᱹᱨᱮᱱ	GATITOS	word			
desire		ᱥᱟᱱᱟ	GATITOS	word			ᱦᱩᱨᱥᱟᱹᱣ|GATITOS
desk		ᱴᱮᱵᱤᱞ	GATITOS	word			
despair		ᱰᱤᱥᱯᱟᱭᱚᱨ	GATITOS	word			
desperate		ᱫᱮᱥᱯᱟᱨᱮᱴ	GATITOS	word			
despite		ᱵᱤᱵᱟᱫ	GATITOS	word			
dessert		ᱥᱤᱵᱤᱞ ᱟ	GATITOS	word			
destination		ᱛᱷᱤᱠᱟᱱᱟ	GATITOS	word			
destiny		ᱱᱤᱭᱟᱛᱤ	GATITOS	word			
destroy		ᱛᱷᱟᱥᱩᱲ	GATITOS	word			
destruction		ᱨᱟᱯᱩᱫᱹ	GATITOS	word			
detail		ᱵᱤᱥᱞᱤᱭᱟᱛᱮ	GATITOS	word			
details		ᱫᱚᱨᱠᱟᱨᱤ	GATITOS	word			
detect		ᱯᱟᱱᱡᱟ	GATITOS	word			
determination		ᱰᱮᱴᱮᱢᱤᱱᱮᱥᱚᱱ	GATITOS	word			
determine		ᱢᱚᱱᱮ ᱞᱟᱜᱟᱣ	GATITOS	word			
determined		ᱵᱟᱰᱟᱭ ᱢᱮ	GATITOS	word			
Devanagari		ᱫᱮᱣᱟᱹᱱᱟᱜᱟᱹᱨᱤ	Hembram/Glossary	word			
devastated		ᱱᱟᱥᱟᱳ	GATITOS	word			
develop		ᱦᱟᱨᱟ ᱵᱩᱨᱩ	GATITOS	word			
developed		ᱵᱮᱱᱟᱹᱣ ᱟᱠᱟᱱᱟ	GATITOS	word			
development		ᱣᱤᱠᱟᱥ	GATITOS	word			ᱞᱟᱦᱟᱱᱛᱤ|GATITOS
device		ᱥᱟᱯᱟᱯ	GATITOS	word			
devil		ᱥᱭᱛᱟᱱ	GATITOS	word			
devoted		ᱵᱷᱚᱠᱛᱳ	GATITOS	word			
Dhivehi		ᱫᱷᱤᱵᱷᱮᱦᱤ	GATITOS	word			
diabetes		ᱰᱟᱭᱵᱮᱴᱤᱥ	GATITOS	word			
diarrhea		ᱰᱟᱭᱨᱤᱭᱟ	GATITOS	word			
diary		ᱯᱛᱵ	GATITOS	word			
dictionary		ᱰᱤᱠᱥᱱᱟᱨᱤ	GATITOS	word			
did		ᱞᱮᱫ	GATITOS	word			
die		ᱜᱩᱡᱩᱹ	GATITOS	word			
died		ᱜᱳᱭ	GATITOS	word			
diet		ᱫᱟᱭᱟᱴ	GATITOS	word			
difference		ᱯᱷᱟᱨᱟᱠ	GATITOS	word			
different		ᱵᱮᱜᱟᱨ	GATITOS	word			
difficult		ᱠᱚᱥᱴᱚ	GATITOS	word			
dig		ᱛᱟᱲᱟᱳ	GATITOS	word			
dignity		ᱥᱚᱢᱢᱟᱱ	GATITOS	word			
diligent		ᱢᱟᱱᱟᱳ	GATITOS	word			
Dinka		ᱰᱤᱱᱠᱟ	Hembram/Glossary	word			
dinner		ᱠᱤᱫᱩᱵ	GATITOS	word			
dip		ᱡᱵᱮ	GATITOS	word			
direct		ᱥᱚᱡᱟ	GATITOS	word			
direction		ᱫᱤᱥᱟᱹ	GATITOS	word			
director		ᱜᱚᱢᱠᱮ	GATITOS	word			
dirt		ᱫᱩᱲᱤ	GATITOS	word			
dirty		ᱜᱮᱥᱴᱟᱦᱤ	GATITOS	word			
disable		ᱵᱟᱝ ᱫᱟᱲᱮ	GATITOS	word			
disabled		ᱞᱮᱝᱨᱟ	GATITOS	word			
disappear		ᱟᱫᱹ	GATITOS	word			
disappointed		ᱟᱹᱲᱤᱥ	GATITOS	word			
disaster		ᱠᱷᱛᱤ	GATITOS	word			
discard		ᱰᱤᱥᱠᱟᱨᱰ	GATITOS	word			
discharge		ᱟᱲᱟᱹᱜᱤᱰᱤ	GATITOS	word			
discipline		ᱥᱤᱥᱴᱷᱟ-ᱥᱟᱥᱱ	GATITOS	word		hyphen:1	
discount		ᱪᱷᱟᱹᱲ	GATITOS	word			
discover		ᱯᱟᱱᱡᱟᱹ	GATITOS	word			
discrimination		ᱫᱮᱥᱠᱤᱨᱤᱢᱮᱥᱱᱟᱛ	GATITOS	word			
discuss		ᱜᱟᱞᱢᱟᱨᱟᱳ	GATITOS	word			
discussion		ᱜᱟᱞᱢᱟᱨᱟᱳ	GATITOS	word			
disease		ᱨᱳᱜ	GATITOS	word			
diseases		ᱨᱳᱜ-ᱡᱟᱞᱟ	GATITOS	word		hyphen:1	
disguise		ᱢᱮᱥᱟᱭ ᱢᱮ	GATITOS	word			
disgusting		ᱵᱷᱩᱞ	GATITOS	word			
dish		ᱛᱷᱟᱨᱤ	GATITOS	word			
dishes		ᱛᱷᱟᱨᱤ	GATITOS	word			
dismiss		ᱵᱟᱛᱤᱞ	GATITOS	word			
dispatch		ᱵᱟᱛᱤᱞ	GATITOS	word			
display		ᱫᱮᱠᱷᱟᱳ	GATITOS	word			
disposal		ᱵᱟᱛᱤᱞ	GATITOS	word			
dispute		ᱵᱷᱮᱯᱮᱫ	GATITOS	word			
distance		ᱥᱟᱜᱤᱱ	GATITOS	word			
distinct		ᱵᱷᱮᱜᱟᱨ	GATITOS	word			
distinguish		ᱦᱟᱯᱟᱴᱤᱧ	GATITOS	word			
distress		ᱯᱟᱜᱞᱟᱠᱟᱱ	GATITOS	word			
distribution		ᱵᱷᱟᱜ	GATITOS	word			
district		ᱡᱤᱞᱟ	GATITOS	word			
disturb		ᱵᱤᱨᱠᱛ	GATITOS	word			
ditch		ᱵᱟᱫ	GATITOS	word			
dive		ᱫᱚᱹᱱ	GATITOS	word			
Divehi		ᱰᱤᱣᱮᱦᱤ	Hembram/Glossary	word			
diverse		ᱟᱞᱟᱫᱟ ᱜᱮ	GATITOS	word			
diversity		ᱟᱞᱟᱫᱟ	GATITOS	word			
Dives Akuru		ᱰᱤᱣᱮᱥ ᱟᱠᱩᱨᱩ	Hembram/Glossary	word			
divide		ᱵᱷᱟᱜ	GATITOS	word			
divine		ᱥᱚᱨᱚᱠᱹ	GATITOS	word			
divorce		ᱵᱟᱯᱞᱟ	GATITOS	word			ᱵᱟᱯᱞᱟᱹᱫᱚ|GATITOS
dizzy		ᱛᱚᱸᱜᱮ	GATITOS	word			
do		ᱠᱟᱢᱤ	GATITOS	word			
do you		ᱟᱢ ᱫᱚ	GATITOS	word			
do you love me		ᱟᱢ ᱤᱧ ᱤᱱᱧᱮᱢ ᱫᱩᱞᱟᱨᱤᱧᱟ	GATITOS	word			
doctor		ᱫᱟᱠᱛᱟᱨ	GATITOS	word			
document		ᱠᱟᱜᱡ	GATITOS	word			
does		ᱠᱚᱨᱟᱣ	GATITOS	word			
doesn't		ᱵᱟᱝᱹᱟᱱ	GATITOS	word			
Dog	कुत्ता	ᱥᱮᱛᱟ	Hembram/Category	word	animal		
Dogra		ᱰᱚᱜᱽᱨᱟ	Hembram/Glossary	word			
Dogri		ᱰᱚᱜᱽᱨᱤ	Hembram/Glossary	word			ᱫᱚᱝᱨᱤ|GATITOS
Dogrib		ᱰᱚᱜᱽᱨᱤᱵ	Hembram/Glossary	word			
doing		ᱠᱟᱢᱤᱭᱟᱱ	GATITOS	word			
doll		ᱯᱩᱛᱩᱞ	GATITOS	word			
domain		ᱰᱚᱢᱮᱱ	GATITOS	word			
domestic		ᱚᱲᱟᱜ ᱨᱮᱱ	GATITOS	word			
dominant		ᱢᱩᱬᱩᱛ	GATITOS	word			
don't		ᱵᱟᱝ	GATITOS	word			
Don't worry		ᱟᱞᱢ ᱪᱤᱱᱛᱟᱭᱟ	GATITOS	word			
donate		ᱫᱟᱱ	GATITOS	word			
done		ᱥᱮᱛ	GATITOS	word			
donkey		ᱜᱟᱴᱷᱟ	GATITOS	word			
dope		ᱫᱚᱯ	GATITOS	word			
double		ᱵᱟᱨᱭᱟ	GATITOS	word			ᱵᱟᱨᱭᱟ ᱱᱟ|GATITOS
doubt		ᱦᱤᱫᱤᱡ	GATITOS	word			
dough		ᱰᱳᱦ	GATITOS	word			
down	नीचे	ᱞᱟᱛᱟᱨ	GATITOS	word			
download		ᱰᱟᱩᱱᱞᱳᱚᱰ	GATITOS	word			
draft		ᱫᱨᱟᱯᱷᱴ	GATITOS	word			
drag		ᱜᱚᱦᱲ	GATITOS	word			
drain		ᱱᱟᱞᱟ	GATITOS	word			
drama		ᱡᱟᱛᱨᱟ	GATITOS	word			
draw		ᱪᱤᱛᱨᱟᱹᱣ	GATITOS	word			
drawer		ᱰᱚᱨᱭᱟᱨ	GATITOS	word			
drawing		ᱟᱠᱟᱳ	GATITOS	word			
dread		ᱚᱵᱚᱛᱚᱨ	GATITOS	word			
dream		ᱠᱩᱠᱢᱩ	GATITOS	word			ᱠᱩᱠᱢᱩ ᱨᱮ|GATITOS
dress		ᱦᱚᱨᱚᱜ	GATITOS	word			
drill		ᱰᱤᱨᱞ	GATITOS	word			
drink	पीना	ᱧᱩᱹ	GATITOS	word			ᱧᱩᱹᱭ ᱢᱮ|GATITOS
drive		ᱞᱟᱜᱟᱹ	GATITOS	word			
drop		ᱧᱩᱨᱩ	GATITOS	word			ᱧᱩᱨ|GATITOS
dropped		ᱧᱩᱹᱨᱩ	GATITOS	word			
drought		ᱨᱦᱲ	GATITOS	word			
drunk		ᱵᱩᱞ	GATITOS	word			
dry		ᱨᱚᱦᱚᱲ	GATITOS	word			
Duala		ᱰᱣᱟᱞᱟ	Hembram/Glossary	word			
duck	बत्तख़	ᱜᱮᱲᱮ	Hembram/Category	word	bird		ᱜᱮᱹᱰᱮ|GATITOS
Ducks were swimming in the river.		ᱜᱟᱰᱟ ᱨᱮ ᱜᱮᱰᱮ ᱠᱚ ᱯᱟᱭᱨᱟᱜ ᱠᱟᱱ ᱛᱮᱦᱮᱸᱧ ᱾	Hembram/Sentences	sentence		longer-than-source	
dude		ᱵᱭᱦᱟ	GATITOS	word			
due		ᱥᱟᱨᱮᱡ	GATITOS	word			
due to		ᱚᱱᱟᱠᱷᱟᱚᱛᱤᱨ	GATITOS	word			
dull		ᱧᱩᱞᱩ ᱧᱩᱞᱩ	GATITOS	word			
dumb		ᱞᱮᱞᱦᱟ	GATITOS	word			ᱜᱩᱜᱲᱮ|GATITOS
dump		ᱵᱟᱫ	GATITOS	word			
Duployan shorthand		ᱰᱩᱯᱞᱚᱭᱟᱱ ᱥᱚᱛᱷᱞᱮᱸᱰ	Hembram/Glossary	word			
duration		ᱥᱚᱢᱚᱭ	GATITOS	word			
during		ᱚᱠᱛᱚ ᱨᱮ	GATITOS	word			
dust		ᱛᱷᱩᱲᱤ	GATITOS	word			
Dutch		ᱰᱚᱪ	Hembram/Glossary	word			
duty		ᱫᱟᱭᱤᱠ	GATITOS	word			
dwell		ᱟᱛᱳ	GATITOS	word			
dying		ᱜᱩᱡᱩᱹ	GATITOS	word			
Dyula		ᱰᱭᱩᱞᱟ	Hembram/Glossary	word			
Dzongkha		ᱡᱚᱝᱠᱷᱟ	Hembram/Glossary	word			
each		ᱢᱤᱢᱤᱫ	GATITOS	word			
each other		ᱵᱟᱱᱟ ᱦᱚᱲ	GATITOS	word			
eager		ᱜᱚᱨᱚᱡ	GATITOS	word			
Eagle	चील	ᱠᱩᱲᱤᱫ	Hembram/Category	word	bird		ᱠᱩᱬᱩᱫ|GATITOS
Ear	कान	ᱞᱩᱛᱩᱨ	Hembram/Category	word	body		
earlier		ᱞᱟᱦᱟᱛᱮ	GATITOS	word			
early		ᱞᱚᱜᱚᱱ	GATITOS	word			
earn		ᱟᱨᱡᱟᱣ	GATITOS	word			
ears		ᱞᱩᱛᱩᱨ	GATITOS	word			
earth		ᱚᱛ	Hembram/Glossary	word			ᱛᱷᱟᱨᱛᱤ|GATITOS
earthquake		ᱛᱷᱟᱨᱛᱤ ᱩᱪᱟᱴᱚᱱ	GATITOS	word			
ease		ᱟᱨᱟᱢ	GATITOS	word			
easily		ᱟᱞᱜᱟᱹ	GATITOS	word			
east		ᱯᱩᱨᱚᱵ	GATITOS	word			
Eastern Frisian		ᱥᱟᱢᱟᱝ ᱯᱷᱨᱤᱥᱤᱭᱟᱱ	Hembram/Glossary	word			
Eastern Syriac		ᱥᱟᱢᱟᱝ ᱥᱭᱨᱤᱭᱟᱠ	Hembram/Glossary	word			
easy		ᱟᱞᱜᱟ	GATITOS	word			
eat	खाओ	ᱡᱚᱢ	Hembram/Glossary	word			
eating		ᱡᱚᱢ	GATITOS	word			
economic		ᱠᱟᱹᱣᱰᱤ	GATITOS	word			
economy		ᱮᱠᱚᱱᱚᱢᱤ	GATITOS	word			
edge		ᱟᱲᱮ	GATITOS	word			
edit		ᱥᱟᱯᱲᱟᱣ	GATITOS	word			
education		ᱥᱤᱠᱷᱱᱟᱛ	GATITOS	word			
effect		ᱚᱨᱥᱚᱝ	GATITOS	word			ᱵᱷᱤᱡᱟᱹᱣ|GATITOS
effective		ᱞᱟᱠᱛᱤ	GATITOS	word			
efficiency		ᱠᱟᱹᱣᱰᱤᱟᱹᱨᱤ	GATITOS	word			
efficient		ᱠᱩᱥᱟᱹᱞ	GATITOS	word			
effort		ᱠᱩᱨᱩᱢᱩᱴᱩ	GATITOS	word			ᱪᱮᱥᱴᱟ|GATITOS
Efik		ᱤᱯᱷᱤᱠ	Hembram/Glossary	word			
egg		ᱵᱮᱞᱮ	GATITOS	word			
